[s],CH2[V]
-3.9916E-02,3.2898212599E-02
-3.9911E-02,3.0020357363E-02
-3.9906E-02,3.2047010607E-02
-3.9900E-02,3.1158195701E-02
-3.9895E-02,3.1557155805E-02
-3.9890E-02,2.8654781603E-02
-3.9885E-02,3.1447092255E-02
-3.9880E-02,3.0308281169E-02
-3.9875E-02,3.1779724312E-02
-3.9870E-02,3.2673374347E-02
-3.9865E-02,3.0029951326E-02
-3.9859E-02,3.2156063263E-02
-3.9854E-02,2.9398180252E-02
-3.9849E-02,3.1263023579E-02
-3.9844E-02,3.0442634804E-02
-3.9839E-02,3.1563488203E-02
-3.9834E-02,3.1712928965E-02
-3.9829E-02,3.0264221417E-02
-3.9824E-02,3.3493677292E-02
-3.9818E-02,2.9834553000E-02
-3.9813E-02,3.2698332004E-02
-3.9808E-02,3.1130558220E-02
-3.9803E-02,2.8532577779E-02
-3.9798E-02,3.0550600271E-02
-3.9793E-02,3.2558761771E-02
-3.9788E-02,3.2374092280E-02
-3.9783E-02,3.0687366701E-02
-3.9778E-02,3.2955995725E-02
-3.9772E-02,3.3693281322E-02
-3.9767E-02,3.3977304601E-02
-3.9762E-02,3.0580087880E-02
-3.9757E-02,3.4758106356E-02
-3.9752E-02,3.3644586713E-02
-3.9747E-02,3.3444992219E-02
-3.9742E-02,3.4948269011E-02
-3.9737E-02,3.5576511489E-02
-3.9731E-02,3.6838899691E-02
-3.9726E-02,3.4890075805E-02
-3.9721E-02,3.5113912699E-02
-3.9716E-02,3.5112615702E-02
-3.9711E-02,3.5705333813E-02
-3.9706E-02,3.6002746679E-02
-3.9701E-02,3.8076025060E-02
-3.9696E-02,3.7662921965E-02
-3.9690E-02,3.8454948467E-02
-3.9685E-02,3.9859558116E-02
-3.9680E-02,4.0411468504E-02
-3.9675E-02,4.4727102182E-02
-3.9670E-02,4.7091813890E-02
-3.9665E-02,5.0308748022E-02
-3.9660E-02,5.7247624973E-02
-3.9655E-02,6.2055659762E-02
-3.9650E-02,6.4781213214E-02
-3.9644E-02,7.0862279210E-02
-3.9639E-02,7.7138791215E-02
-3.9634E-02,7.7766156314E-02
-3.9629E-02,8.3576941477E-02
-3.9624E-02,8.5736126839E-02
-3.9619E-02,9.0991349042E-02
-3.9614E-02,9.4800333713E-02
-3.9609E-02,1.0397640658E-01
-3.9603E-02,9.9660706148E-02
-3.9598E-02,9.5960125634E-02
-3.9593E-02,1.0294127897E-01
