[s],CH2[V]
-4.2245E-02,7.4524395126E-02
-4.2240E-02,6.7619850450E-02
-4.2235E-02,7.0166790243E-02
-4.2230E-02,1.0422446389E-01
-4.2225E-02,7.4628440992E-02
-4.2220E-02,7.8159610805E-02
-4.2215E-02,8.6989375927E-02
-4.2209E-02,7.3113739183E-02
-4.2204E-02,7.7266418533E-02
-4.2199E-02,8.1641857126E-02
-4.2194E-02,7.8596546220E-02
-4.2189E-02,8.1723300910E-02
-4.2184E-02,8.8816730317E-02
-4.2179E-02,8.4038001939E-02
-4.2174E-02,9.0115081576E-02
-4.2169E-02,8.0471508031E-02
-4.2163E-02,7.9291336090E-02
-4.2158E-02,1.1083289270E-01
-4.2153E-02,9.1134750132E-02
-4.2148E-02,8.8235828231E-02
-4.2143E-02,9.0826617968E-02
-4.2138E-02,9.7529842000E-02
-4.2133E-02,9.4919883410E-02
-4.2128E-02,9.3001033507E-02
-4.2122E-02,1.0544255392E-01
-4.2117E-02,1.1094885949E-01
-4.2112E-02,8.5208484548E-02
-4.2107E-02,8.9872714791E-02
-4.2102E-02,8.4321662821E-02
-4.2097E-02,1.0655255451E-01
-4.2092E-02,9.5481998113E-02
-4.2087E-02,9.6214019428E-02
-4.2081E-02,9.9334308207E-02
-4.2076E-02,9.0975257643E-02
-4.2071E-02,9.6158458364E-02
-4.2066E-02,1.0412629266E-01
-4.2061E-02,9.6966716402E-02
-4.2056E-02,1.0475716728E-01
-4.2051E-02,1.1276446461E-01
-4.2046E-02,9.9506141242E-02
-4.2041E-02,1.1773026574E-01
-4.2035E-02,9.4166995701E-02
-4.2030E-02,9.8304606997E-02
-4.2025E-02,9.5157672558E-02
-4.2020E-02,7.2479984467E-02
-4.2015E-02,8.9061004451E-02
-4.2010E-02,9.2616702767E-02
-4.2005E-02,8.2713252976E-02
-4.2000E-02,8.7002765514E-02
-4.1994E-02,9.3973857582E-02
-4.1989E-02,8.8103172136E-02
-4.1984E-02,7.1286022396E-02
-4.1979E-02,8.7849876243E-02
-4.1974E-02,8.5830184821E-02
-4.1969E-02,9.2036105856E-02
-4.1964E-02,7.6981460654E-02
-4.1959E-02,7.6237461189E-02
-4.1953E-02,8.4819747832E-02
-4.1948E-02,7.5312511564E-02
-4.1943E-02,8.7939159231E-02
-4.1938E-02,7.2639858425E-02
-4.1933E-02,7.6502277468E-02
-4.1928E-02,7.0778629524E-02
-4.1923E-02,7.4427063128E-02
-4.1918E-02,7.0492222060E-02
-4.1913E-02,7.5304195524E-02
-4.1907E-02,7.2711040675E-02
-4.1902E-02,7.0334560625E-02
-4.1897E-02,6.3516514208E-02
-4.1892E-02,5.9523193832E-02
-4.1887E-02,6.6008255333E-02
-4.1882E-02,6.9218055981E-02
-4.1877E-02,7.1943905072E-02
-4.1872E-02,6.7053081817E-02
-4.1866E-02,6.7930443095E-02
-4.1861E-02,7.4159214165E-02
-4.1856E-02,6.9169971723E-02
-4.1851E-02,6.8714782982E-02
-4.1846E-02,6.6052124350E-02
-4.1841E-02,6.4767658589E-02
-4.1836E-02,6.6039459556E-02
-4.1831E-02,6.0482895349E-02
-4.1825E-02,6.5429146154E-02
-4.1820E-02,5.9258396627E-02
-4.1815E-02,5.9904510962E-02
-4.1810E-02,6.5618126252E-02
-4.1805E-02,7.5670292012E-02
-4.1800E-02,7.0035183191E-02
-4.1795E-02,6.7737896255E-02
-4.1790E-02,7.1525165762E-02
-4.1785E-02,7.3002788715E-02
-4.1779E-02,6.3288776786E-02
-4.1774E-02,5.9205715659E-02
-4.1769E-02,6.7609226519E-02
-4.1764E-02,6.2121021685E-02
-4.1759E-02,6.5526573520E-02
-4.1754E-02,6.0145885926E-02
-4.1749E-02,6.4859211322E-02
-4.1744E-02,6.3192894373E-02
-4.1738E-02,6.8543007168E-02
-4.1733E-02,7.2318927952E-02
-4.1728E-02,6.2714683934E-02
-4.1723E-02,7.0859062414E-02
-4.1718E-02,6.2130367694E-02
-4.1713E-02,6.6019642204E-02
-4.1708E-02,6.4653274894E-02
-4.1703E-02,5.7661697902E-02
-4.1697E-02,5.9372627734E-02
-4.1692E-02,7.3098919084E-02
-4.1687E-02,6.0207664947E-02
-4.1682E-02,6.4471924190E-02
-4.1677E-02,7.7309696273E-02
-4.1672E-02,6.3336307913E-02
-4.1667E-02,7.4713852062E-02
-4.1662E-02,6.8116199774E-02
-4.1657E-02,6.6062881796E-02
-4.1651E-02,7.9817649860E-02
-4.1646E-02,6.3935539620E-02
-4.1641E-02,7.3945152433E-02
-4.1636E-02,6.6093590109E-02
-4.1631E-02,6.7977840707E-02
-4.1626E-02,7.7950412811E-02
-4.1621E-02,6.9721443421E-02
-4.1616E-02,7.2307789036E-02
-4.1610E-02,6.7795803358E-02
-4.1605E-02,7.1484253135E-02
-4.1600E-02,7.5113365298E-02
-4.1595E-02,6.8915493274E-02
-4.1590E-02,7.8824893993E-02
-4.1585E-02,7.2451660340E-02
-4.1580E-02,6.3747703931E-02
-4.1575E-02,6.8365185059E-02
-4.1569E-02,7.1322891444E-02
-4.1564E-02,7.6660472960E-02
-4.1559E-02,8.0691520691E-02
-4.1554E-02,7.2515651885E-02
-4.1549E-02,6.8323890962E-02
-4.1544E-02,8.2939617106E-02
-4.1539E-02,6.3400299458E-02
-4.1534E-02,8.2199546780E-02
-4.1529E-02,7.6207229714E-02
-4.1523E-02,7.1926681714E-02
-4.1518E-02,6.4509613398E-02
-4.1513E-02,7.7845642153E-02
-4.1508E-02,7.0141861197E-02
-4.1503E-02,7.1116535400E-02
-4.1498E-02,7.1146099304E-02
-4.1493E-02,6.9606945285E-02
-4.1488E-02,6.6560928660E-02
-4.1482E-02,6.8464329039E-02
-4.1477E-02,7.4555771011E-02
-4.1472E-02,6.8550960812E-02
-4.1467E-02,6.4491531734E-02
-4.1462E-02,6.4551765802E-02
-4.1457E-02,5.7629330197E-02
-4.1452E-02,6.7985603616E-02
-4.1447E-02,6.4203503023E-02
-4.1441E-02,7.4535896438E-02
-4.1436E-02,7.2035171702E-02
-4.1431E-02,7.2650577725E-02
-4.1426E-02,6.7598697955E-02
-4.1421E-02,6.8465225493E-02
-4.1416E-02,7.6138488871E-02
-4.1411E-02,6.2673389837E-02
-4.1406E-02,6.9455406440E-02
-4.1401E-02,7.5308200956E-02
-4.1395E-02,6.9975101710E-02
-4.1390E-02,7.1511680808E-02
-4.1385E-02,7.3000156574E-02
-4.1380E-02,6.4246818910E-02
-4.1375E-02,8.3901607441E-02
-4.1370E-02,7.6470424746E-02
-4.1365E-02,6.0312969663E-02
-4.1360E-02,7.1980411724E-02
-4.1354E-02,6.9805805449E-02
-4.1349E-02,7.3530838172E-02
-4.1344E-02,8.2165157285E-02
-4.1339E-02,7.9115993535E-02
-4.1334E-02,7.0236122365E-02
-4.1329E-02,8.2989971109E-02
-4.1324E-02,6.4808037159E-02
-4.1319E-02,8.3461563048E-02
-4.1313E-02,8.1358558640E-02
-4.1308E-02,7.4135372308E-02
-4.1303E-02,7.8226253564E-02
-4.1298E-02,6.5068561903E-02
-4.1293E-02,7.9419910459E-02
-4.1288E-02,7.7043659291E-02
-4.1283E-02,6.6664058998E-02
-4.1278E-02,8.0967514032E-02
-4.1273E-02,7.5519382592E-02
-4.1267E-02,8.2796298933E-02
-4.1262E-02,7.2023842051E-02
-4.1257E-02,7.4040958553E-02
-4.1252E-02,6.6626331643E-02
-4.1247E-02,8.7053329325E-02
-4.1242E-02,7.9375087767E-02
-4.1237E-02,7.2313739963E-02
-4.1232E-02,7.4498264451E-02
-4.1226E-02,8.0234195719E-02
-4.1221E-02,7.9155761753E-02
-4.1216E-02,7.9499389675E-02
-4.1211E-02,7.3983833463E-02
-4.1206E-02,7.9616729760E-02
-4.1201E-02,7.8207008417E-02
-4.1196E-02,9.3479701710E-02
-4.1191E-02,7.2793876824E-02
-4.1185E-02,7.7186805803E-02
-4.1180E-02,8.3570320065E-02
-4.1175E-02,8.4391815102E-02
-4.1170E-02,7.6434661960E-02
-4.1165E-02,8.5080482384E-02
-4.1160E-02,8.5970680118E-02
-4.1155E-02,7.3181259323E-02
-4.1150E-02,8.2386257133E-02
-4.1145E-02,9.9232284131E-02
-4.1139E-02,8.4220401685E-02
-4.1134E-02,7.7066433034E-02
-4.1129E-02,7.4897491584E-02
-4.1124E-02,7.8840934794E-02
-4.1119E-02,7.3949939878E-02
-4.1114E-02,7.5932418929E-02
-4.1109E-02,7.9279033692E-02
-4.1104E-02,7.4772770060E-02
-4.1098E-02,8.2920677135E-02
-4.1093E-02,7.2707168757E-02
-4.1088E-02,7.6518642518E-02
-4.1083E-02,7.4990455754E-02
-4.1078E-02,6.9614212283E-02
-4.1073E-02,7.0586616742E-02
-4.1068E-02,8.7363883823E-02
-4.1063E-02,7.4383117816E-02
-4.1057E-02,8.7376968234E-02
-4.1052E-02,7.7584240029E-02
-4.1047E-02,7.8098480282E-02
-4.1042E-02,7.2550098601E-02
-4.1037E-02,6.9538452397E-02
-4.1032E-02,6.9607403049E-02
-4.1027E-02,6.8018448159E-02
-4.1022E-02,5.6801788864E-02
-4.1017E-02,6.3369381338E-02
-4.1011E-02,7.1849109847E-02
-4.1006E-02,6.5996696800E-02
-4.1001E-02,7.3004238300E-02
-4.0996E-02,6.8002235696E-02
-4.0991E-02,6.2070267139E-02
-4.0986E-02,6.1042950115E-02
-4.0981E-02,6.8999683641E-02
-4.0976E-02,6.5147411694E-02
-4.0970E-02,5.4440071692E-02
-4.0965E-02,6.3084595120E-02
-4.0960E-02,5.8637287632E-02
-4.0955E-02,6.5353214606E-02
-4.0950E-02,5.7784435784E-02
-4.0945E-02,6.5003387801E-02
-4.0940E-02,6.5445110661E-02
-4.0935E-02,6.4246799836E-02
-4.0929E-02,5.5592892254E-02
-4.0924E-02,5.9841186989E-02
-4.0919E-02,6.2516510416E-02
-4.0914E-02,5.1673748665E-02
-4.0909E-02,6.0469276880E-02
-4.0904E-02,5.5406315415E-02
-4.0899E-02,5.4432098975E-02
-4.0894E-02,5.2122910184E-02
-4.0889E-02,6.1990425527E-02
-4.0883E-02,5.5957672672E-02
-4.0878E-02,5.7613880673E-02
-4.0873E-02,5.6804726181E-02
-4.0868E-02,5.1821758915E-02
-4.0863E-02,5.6287605831E-02
-4.0858E-02,5.4284622782E-02
-4.0853E-02,5.6887219007E-02
-4.0848E-02,5.3862125996E-02
-4.0842E-02,5.3690216668E-02
-4.0837E-02,5.0727074339E-02
-4.0832E-02,5.3129456182E-02
-4.0827E-02,5.5029614068E-02
-4.0822E-02,5.0873882960E-02
-4.0817E-02,5.2208817165E-02
-4.0812E-02,5.0984013267E-02
-4.0807E-02,5.1807949711E-02
-4.0801E-02,4.6341870122E-02
-4.0796E-02,4.6161740121E-02
-4.0791E-02,4.9159939517E-02
-4.0786E-02,4.1712220109E-02
-4.0781E-02,5.2263767877E-02
-4.0776E-02,4.4333031513E-02
-4.0771E-02,4.8954308265E-02
-4.0766E-02,4.7009842671E-02
-4.0761E-02,4.4294064381E-02
-4.0755E-02,4.7860710877E-02
-4.0750E-02,4.5434773279E-02
-4.0745E-02,4.5250027495E-02
-4.0740E-02,4.4636509747E-02
-4.0735E-02,4.7636788153E-02
-4.0730E-02,4.1705143846E-02
-4.0725E-02,4.6260655219E-02
-4.0720E-02,4.6170628365E-02
-4.0714E-02,4.8459027057E-02
-4.0709E-02,5.2092697782E-02
-4.0704E-02,4.5664303608E-02
-4.0699E-02,4.1816437636E-02
-4.0694E-02,3.9648793184E-02
-4.0689E-02,4.0416424697E-02
-4.0684E-02,4.6429055026E-02
-4.0679E-02,4.6385319523E-02
-4.0673E-02,4.4645188183E-02
-4.0668E-02,4.0233281086E-02
-4.0663E-02,4.2518036742E-02
-4.0658E-02,3.8109601019E-02
-4.0653E-02,4.0522511426E-02
-4.0648E-02,4.4208596091E-02
-4.0643E-02,4.1778633987E-02
-4.0638E-02,4.6342861943E-02
-4.0633E-02,4.3761628022E-02
-4.0627E-02,4.3642361515E-02
-4.0622E-02,4.1984665782E-02
-4.0617E-02,4.0909321720E-02
-4.0612E-02,4.3248970868E-02
-4.0607E-02,4.0818627295E-02
-4.0602E-02,4.3442089913E-02
-4.0597E-02,3.9063237167E-02
-4.0592E-02,4.0643761576E-02
-4.0586E-02,3.9962609247E-02
-4.0581E-02,4.5712883777E-02
-4.0576E-02,3.9397232978E-02
-4.0571E-02,4.0498784010E-02
-4.0566E-02,4.1387970849E-02
-4.0561E-02,4.0790417609E-02
-4.0556E-02,4.1960728557E-02
-4.0551E-02,4.1096795013E-02
-4.0545E-02,4.3389523386E-02
-4.0540E-02,4.2084954171E-02
-4.0535E-02,4.0596688213E-02
-4.0530E-02,4.0158665609E-02
-4.0525E-02,4.0978138857E-02
-4.0520E-02,4.3587410802E-02
-4.0515E-02,4.1343472406E-02
-4.0510E-02,4.0527050916E-02
-4.0505E-02,4.1039841584E-02
-4.0499E-02,4.1847393904E-02
-4.0494E-02,3.9772084197E-02
-4.0489E-02,4.2341530703E-02
-4.0484E-02,3.9827053983E-02
-4.0479E-02,4.1302006648E-02
-4.0474E-02,3.8545258510E-02
-4.0469E-02,4.2809822929E-02
-4.0464E-02,4.1564343373E-02
-4.0458E-02,4.1929600628E-02
-4.0453E-02,4.0166657400E-02
-4.0448E-02,4.1238873410E-02
-4.0443E-02,3.7992642403E-02
-4.0438E-02,4.0939343387E-02
-4.0433E-02,3.9759381255E-02
-4.0428E-02,4.2631676571E-02
-4.0423E-02,3.9406273811E-02
-4.0418E-02,3.6506112132E-02
-4.0412E-02,4.1547902028E-02
-4.0407E-02,4.0253022144E-02
-4.0402E-02,3.9934838252E-02
-4.0397E-02,3.8018620491E-02
-4.0392E-02,4.2411473176E-02
-4.0387E-02,3.4987385817E-02
-4.0382E-02,4.1424191399E-02
-4.0377E-02,4.5696690388E-02
-4.0371E-02,4.1852982435E-02
-4.0366E-02,4.0955288821E-02
-4.0361E-02,4.2111466316E-02
-4.0356E-02,4.1190159727E-02
-4.0351E-02,3.8276417726E-02
-4.0346E-02,4.3750660768E-02
-4.0341E-02,4.4372055865E-02
-4.0336E-02,3.6207058947E-02
-4.0330E-02,4.5399411036E-02
-4.0325E-02,3.9186757061E-02
-4.0320E-02,4.2542679685E-02
-4.0315E-02,3.9741948089E-02
-4.0310E-02,3.9826729734E-02
-4.0305E-02,3.6250718156E-02
-4.0300E-02,3.8085263251E-02
-4.0295E-02,3.9218075725E-02
-4.0290E-02,3.7891285899E-02
-4.0284E-02,3.6311219253E-02
-4.0279E-02,3.5961831139E-02
-4.0274E-02,3.8581097590E-02
-4.0269E-02,4.3652775638E-02
-4.0264E-02,3.6437657391E-02
-4.0259E-02,3.3832333658E-02
-4.0254E-02,4.1599476734E-02
-4.0249E-02,4.1887505445E-02
-4.0243E-02,3.8332856171E-02
-4.0238E-02,3.5614483887E-02
-4.0233E-02,3.5610001618E-02
-4.0228E-02,4.4193375449E-02
-4.0223E-02,3.8140824315E-02
-4.0218E-02,4.0241978595E-02
-4.0213E-02,4.2664025203E-02
-4.0208E-02,3.4654648856E-02
-4.0202E-02,3.6666272193E-02
-4.0197E-02,4.0372536606E-02
-4.0192E-02,4.0580723705E-02
-4.0187E-02,4.2710469141E-02
-4.0182E-02,3.9825089414E-02
-4.0177E-02,3.7994359017E-02
-4.0172E-02,4.0082009269E-02
-4.0167E-02,3.4376729093E-02
-4.0162E-02,3.7099583646E-02
-4.0156E-02,3.9441445319E-02
-4.0151E-02,3.9947369532E-02
-4.0146E-02,4.1362679407E-02
-4.0141E-02,3.9446976630E-02
-4.0136E-02,3.5143693034E-02
-4.0131E-02,3.6071847005E-02
-4.0126E-02,3.6835644748E-02
-4.0121E-02,3.6503098521E-02
-4.0115E-02,3.8527424801E-02
-4.0110E-02,4.0007431939E-02
-4.0105E-02,4.0140564871E-02
-4.0100E-02,4.1953022869E-02
-4.0095E-02,3.9273808451E-02
-4.0090E-02,3.9437249152E-02
-4.0085E-02,3.9470208135E-02
-4.0080E-02,4.4018757686E-02
-4.0074E-02,3.9836228330E-02
-4.0069E-02,3.8643658624E-02
-4.0064E-02,3.7124150296E-02
-4.0059E-02,4.5460846734E-02
-4.0054E-02,3.6099942250E-02
-4.0049E-02,4.1799233352E-02
-4.0044E-02,3.9307721109E-02
-4.0039E-02,3.8979504564E-02
-4.0034E-02,3.9791043242E-02
-4.0028E-02,3.8146241185E-02
-4.0023E-02,3.4787285877E-02
-4.0018E-02,4.2789757622E-02
-4.0013E-02,4.1654885211E-02
-4.0008E-02,3.7578881273E-02
-4.0003E-02,4.6644127653E-02
-3.9998E-02,4.0221512745E-02
-3.9993E-02,3.9997170404E-02
-3.9987E-02,3.9652932130E-02
-3.9982E-02,4.1543972890E-02
-3.9977E-02,4.2868340384E-02
-3.9972E-02,4.0797589240E-02
-3.9967E-02,4.1807587539E-02
-3.9962E-02,4.3150093917E-02
-3.9957E-02,4.2857754599E-02
-3.9952E-02,4.9609329918E-02
-3.9946E-02,4.0818436560E-02
-3.9941E-02,4.0207341145E-02
-3.9936E-02,4.1163838316E-02
-3.9931E-02,3.9184163067E-02
-3.9926E-02,4.3513481971E-02
-3.9921E-02,4.1256707119E-02
-3.9916E-02,4.3095867997E-02
-3.9911E-02,4.1667206682E-02
-3.9906E-02,4.7425377635E-02
-3.9900E-02,4.3559716101E-02
-3.9895E-02,4.5245678740E-02
-3.9890E-02,4.1365521356E-02
-3.9885E-02,4.8488857989E-02
-3.9880E-02,4.5627587148E-02
-3.9875E-02,4.2090294747E-02
-3.9870E-02,4.5688278980E-02
-3.9865E-02,4.4469750260E-02
-3.9859E-02,4.5536167930E-02
-3.9854E-02,4.4272778371E-02
-3.9849E-02,4.5867131058E-02
-3.9844E-02,4.6286385351E-02
-3.9839E-02,4.2334301852E-02
-3.9834E-02,4.9185211885E-02
-3.9829E-02,4.4892533148E-02
-3.9824E-02,4.5454228235E-02
-3.9818E-02,4.7479279306E-02
-3.9813E-02,4.9587433556E-02
-3.9808E-02,4.6051380931E-02
-3.9803E-02,5.3155224462E-02
-3.9798E-02,5.0608456330E-02
-3.9793E-02,4.6032898724E-02
-3.9788E-02,4.7655518316E-02
-3.9783E-02,4.8642533065E-02
-3.9778E-02,5.1542313273E-02
-3.9772E-02,4.7103092944E-02
-3.9767E-02,4.8002140775E-02
-3.9762E-02,4.6882794182E-02
-3.9757E-02,4.7264378341E-02
-3.9752E-02,4.6037991344E-02
-3.9747E-02,4.1719315446E-02
-3.9742E-02,4.8747360943E-02
-3.9737E-02,5.1447670636E-02
-3.9731E-02,4.6179573830E-02
-3.9726E-02,4.8069393887E-02
-3.9721E-02,4.4595425459E-02
-3.9716E-02,5.1181786243E-02
-3.9711E-02,4.8539517167E-02
-3.9706E-02,4.7133953844E-02
-3.9701E-02,4.8343994863E-02
-3.9696E-02,5.0064842908E-02
-3.9690E-02,5.4707348450E-02
-3.9685E-02,4.8854878183E-02
-3.9680E-02,5.2231972376E-02
-3.9675E-02,4.8027889981E-02
-3.9670E-02,5.0377094946E-02
-3.9665E-02,5.2475197469E-02
-3.9660E-02,5.0606224732E-02
-3.9655E-02,4.9501679164E-02
-3.9650E-02,5.2290966668E-02
-3.9644E-02,5.1417992292E-02
-3.9639E-02,4.9232228028E-02
-3.9634E-02,5.5842030127E-02
-3.9629E-02,5.9894154059E-02
-3.9624E-02,5.1861279178E-02
-3.9619E-02,5.4805824858E-02
-3.9614E-02,5.0549404818E-02
-3.9609E-02,5.7877075705E-02
-3.9603E-02,5.4414303413E-02
-3.9598E-02,5.4348099343E-02
-3.9593E-02,5.5143730734E-02
-3.9588E-02,6.6823131871E-02
-3.9583E-02,5.8452656289E-02
-3.9578E-02,6.0901710952E-02
-3.9573E-02,5.6473000114E-02
-3.9568E-02,6.4416878110E-02
-3.9562E-02,7.2503921691E-02
-3.9557E-02,5.4072582839E-02
-3.9552E-02,6.6033451408E-02
-3.9547E-02,6.4940006608E-02
-3.9542E-02,7.0379230729E-02
-3.9537E-02,7.6586563202E-02
